Title,Alternative Title,Description,Language,Display Note,Creator,Title Source,Resource Class,Resource Type,Keyword,Date Issued,Temporal Coverage,Date Range,Spatial Coverage,Bounding Box,Format,Information,Download,MapServer,FeatureServer,ImageServer,ID,Identifier,Provider,Code,Member Of,Is Part Of,Rights,Accrual Method,Date Accessioned,Access Rights
General Overlay Zoning [Minnesota--Saint Paul],General Overlay Zoning,"These are the zoning overlays are found in City CodeChapter 67, as well as the Height Districts found inChapter 63. Other major zoning overlays are not found here but are organized as stand-alone layers, including the Floodplain Management Overlay Districts Mississippi River Corridor Critical Area Overlay Districts (both current and future versions), and Special Sign Overlay Districts.This data allows mapping of ten overlay districts:EGEast Grand Avenue Overlay DistrictH1Height District Area IH2Height District Area IIH3Height District Area IIIHVHillcrest Village Overlay DistrictSF-PState Fair Parking Overlay DistrictSF-VState Fair Vending Overlay DistrictSHStudent Housing Neighborhood Overlay DistrictTPTree Preservation Overlay DistrictWBWhite Bear Avenue Overlay DistrictAttributes (Fields) Defined:Zoning:The shorthand for the zoning district, generally a combination of two or three letters and numbers.Zoning Name:The name of the zoning district.Zoning Description:A description of the zoning district, written in HTML, intended for use in the popup in ArcGIS Online.Notes:Notes on the zoning designation.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",Saint Paul GIS,Minnesota--Saint Paul,Datasets|Web services,Vector data,Zoning|OverlayZoning|Overlay|GeneralOverlay|GrandAvenue|EastGrand|Riverfront|Height|DowntownHeight|Downtown|HillcrestVillage|Hillcrest|StateFair|Vending|StudentHousing|TreePreservation|Highwood|WhiteBear|SaintPaul|St.Paul,2022-04-27,Continually updated resource,,Minnesota--Saint Paul|Minnesota,"-93.2,44.89,-93.0,44.99",Shapefile,https://information.stpaul.gov/maps/stpaul::general-overlay-zoning,https://information.stpaul.gov/api/download/v1/items/d56d985c779e45968ad973ccc9bf3f55/shapefile,,https://services1.arcgis.com/9meaaHE3uiba0zr8/arcgis/rest/services/General_Overlay_Zoning/FeatureServer/1,,d56d985c779e45968ad973ccc9bf3f55_1,https://hub.arcgis.com/datasets/d56d985c779e45968ad973ccc9bf3f55,City of Saint Paul GIS Data,05c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-02,"Public DomainThis data are provided to you “as is” and without any warranty as to their performance, merchantability, or fitness for any particular purpose. The City of Saint Paul does not represent or warrant that the data or the data documentation are error-free, complete, current, or accurate. You are responsible for any consequences resulting from your use of the data or your reliance on the data. If you transmit or provide the data (or any portion of it) to another user, the data must include this disclaimer.",ArcGIS Hub,2024-05-18,Public
Floodplain Management Overlay Zoning [Minnesota--Saint Paul],Floodplain Management Overlay Zoning,"The Floodplain Management Overlay Districts are designed to guide floodplain development in order to lessen the adverse effects of floods and to comply with the rules and regulations of the National Flood Insurance Program. The data allows mapping of areas regulated as floodway and flood fringe under the Saint Paul Zoning CodeChapter 72, Floodplain Management Overlay Districts.This data allows mapping of two districts:FWFloodwayFFFlood FringeAttributes (Fields) Defined:Zoning:The shorthand for the zoning district, generally a combination of two or three letters and numbers.Zoning Name:The name of the zoning district.Zoning Description:A description of the zoning district, written in HTML, intended for use in the popup in ArcGIS Online.Notes:Notes on the zoning designation.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",Saint Paul GIS,Minnesota--Saint Paul,Datasets|Web services,Vector data,Zoning|OverlayZoning|Overlay|River|Mississippi|Floodplain|CriticalArea|MRCCA|DNR|SaintPaul|St.Paul,2022-04-27,Continually updated resource,,Minnesota--Saint Paul|Minnesota,"-93.21,44.89,-93.0,44.99",Shapefile,https://information.stpaul.gov/maps/stpaul::floodplain-management-overlay-zoning,https://information.stpaul.gov/api/download/v1/items/6650e96f101d4f66ae335531a6ef68a3/shapefile,,https://services1.arcgis.com/9meaaHE3uiba0zr8/arcgis/rest/services/Floodplain_Management_Overlay_Zoning/FeatureServer/2,,6650e96f101d4f66ae335531a6ef68a3_2,https://hub.arcgis.com/datasets/6650e96f101d4f66ae335531a6ef68a3,City of Saint Paul GIS Data,05c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-02,"Public DomainThis data are provided to you “as is” and without any warranty as to their performance, merchantability, or fitness for any particular purpose. The City of Saint Paul does not represent or warrant that the data or the data documentation are error-free, complete, current, or accurate. You are responsible for any consequences resulting from your use of the data or your reliance on the data. If you transmit or provide the data (or any portion of it) to another user, the data must include this disclaimer.",ArcGIS Hub,2024-05-18,Public
College Campus CUP Boundaries [Minnesota--Saint Paul],College Campus CUP Boundaries,"College campuses are regulated by Section 65.220 of the Zoning Code. Portions of college campuses in Saint Paul that are in Residential zoning districts must be issued a Conditional Use Permit (CUP) outlining the boundary and restrictions to parking, setbacks from right-of-way, and building height, along with other requirements. Most campus CUPs were issued between 1985-1986, though many have been amended since.Attributes (Fields) Defined:College Name: Official name of the institution. Those included are:1) Luther Seminary2) College of Saint Catherine - Saint Paul3) University of Saint Thomas - Saint Paul4) Concordia University5) Hamline University6) Saint Paul Seminary7) Macalester College8) Mitchell Hamline School of Law9) Saint Paul College10) University of Minnesota - Saint PaulZoning File Index Number: Numberassigned to the zoning case of the college CUP. A corresponding file folder is kept in the office of the Department of Planning and Economic Development.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",Saint Paul GIS,Minnesota--Saint Paul,Datasets|Web services,Vector data,Zoning|OverlayZoning|Overlay|College|University|ConditionalUse|ConditionalUsePermits|CUP|SCUP|SaintPaul|St.Paul,2022-04-27,Continually updated resource,,Minnesota--Saint Paul|Minnesota,"-93.2,44.92,-93.11,44.99",Shapefile,https://information.stpaul.gov/maps/stpaul::college-campus-cup-boundaries,https://information.stpaul.gov/api/download/v1/items/d88f9dbe522040359b5571c587e8b601/shapefile,,https://services1.arcgis.com/9meaaHE3uiba0zr8/arcgis/rest/services/College_Campus_CUP_Boundaries/FeatureServer/7,,d88f9dbe522040359b5571c587e8b601_7,https://hub.arcgis.com/datasets/d88f9dbe522040359b5571c587e8b601,City of Saint Paul GIS Data,05c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-02,"Public DomainThis data are provided to you “as is” and without any warranty as to their performance, merchantability, or fitness for any particular purpose. The City of Saint Paul does not represent or warrant that the data or the data documentation are error-free, complete, current, or accurate. You are responsible for any consequences resulting from your use of the data or your reliance on the data. If you transmit or provide the data (or any portion of it) to another user, the data must include this disclaimer.",ArcGIS Hub,2024-05-18,Public
Special Sign Overlay Zoning [Minnesota--Saint Paul],Special Sign Overlay Zoning,"These are districts that are defined and referred to in the City's Zoning Code, as outlined inChapter 64.600 Special Sign Districts. These districts were created to regulate signage in a more specific way than what is provided in the existing zoning code. In many cases, these districts were created specifically to prohibit off-premises advertising signs (billboards); since many of these districts were created, the establishment of new off premises advertising signs has been prohibited citywide. Of note, several of the districts (Merriam Park, Snelling-Hamline and North End/South Como) follow old planning district boundaries that are no longer current. These sign district boundaries follow the old district lines, but their respective planning districts and district councils follow new boundaries, which are shared elsewhere through City GIS.Overlay districts:There are currently 17 special sign districts, or 20 if you include count the four subareas of the Greater East Side separately. These districts include sometimes overlapping geographies:Dayton's Bluff;Downtown;Grand Avenue;Greater East Side (including Arcade Street, Payne Avenue, Phalen Corridor/Phalen Village, and White Bear Avenue subareas);Hamline Midway;Highland Village;Macalester-Groveland;Merriam Park;North End/South Como;Shepard Davern;Smith Avenue;Snelling Hamline;Saint Anthony Park;Sunray-Battle Creek-Highwood;Tomas/Dale District 7;West Side; andWhite Bear Avenue.Attributes (Fields) Defined:Zoning:The shorthand for the zoning district, generally a combination of two or three letters and numbers.Zoning Name:The name of the zoning district.Zoning Description:A description of the zoning district, written in HTML, intended for use in the popup in ArcGIS Online.Notes:Notes on the zoning designation.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",Saint Paul GIS,Minnesota--Saint Paul,Datasets|Web services,Vector data,Zoning|OverlayZoning|Overlay|Signs|SpecialSignOverlayZoning|SignDistricts|Billboard|SaintPaul|St.Paul,2022-04-27,Continually updated resource,,Minnesota--Saint Paul|Minnesota,"-93.21,44.89,-93.0,44.99",Shapefile,https://information.stpaul.gov/maps/stpaul::special-sign-overlay-zoning,https://information.stpaul.gov/api/download/v1/items/a3f2db7ae31841bf872c58d08c381011/shapefile,,https://services1.arcgis.com/9meaaHE3uiba0zr8/arcgis/rest/services/Special_Sign_Overlay_Zoning/FeatureServer/5,,a3f2db7ae31841bf872c58d08c381011_5,https://hub.arcgis.com/datasets/a3f2db7ae31841bf872c58d08c381011,City of Saint Paul GIS Data,05c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-02,"Public DomainThis data are provided to you “as is” and without any warranty as to their performance, merchantability, or fitness for any particular purpose. The City of Saint Paul does not represent or warrant that the data or the data documentation are error-free, complete, current, or accurate. You are responsible for any consequences resulting from your use of the data or your reliance on the data. If you transmit or provide the data (or any portion of it) to another user, the data must include this disclaimer.",ArcGIS Hub,2024-05-18,Public
Mississippi River Corridor Critical Area Overlay Zoning [Minnesota--Saint Paul],Mississippi River Corridor Critical Area Overlay Zoning,"This data delineates the districts set forth inChapter 68 of Saint Paul City Code, focused on the Mississippi River Corridor Critical Area (MRCCA). Chapter 68 also currently contains floodplain standards which are technically still binding, but have been functionally replaced by the standards set forth in Chapter 72,Floodplain Management Overlay Districts. The River Corridor Overlay District and its subclassifications, RC1, RC2, RC3, RC4, are map overlay districts, designed to provide comprehensive floodplain and river bluff management for the city in accordance with the policies of Minnesota Statutes (Chapters 103 and 116G), Minnesota Regulations (MEQC 54) and Governor's Executive Order No. 79-19.The MRCCA is a land corridor along the Mississippi River in the seven-county metro area in which special land use regulations guide development activity. The corridor extends 72 miles along the Mississippi River from the cities of Ramsey and Dayton in the north to the City of Hastings and Ravenna Township in the south. It includes 54,000 acres of land along both sides of the river. The State of Minnesota created the corridor and land use regulations in 1976. Local governments administer the regulations through their local plans and zoning ordinances.The MRCCA is home to a full range of residential neighborhoods and parks, as well as river-related commerce, industry, and transportation. Though the MRCCA has been extensively developed, many intact and remnant natural areas remain, including bluffs, islands, foodplains, wetlands, riparian zones, and native aquatic and terrestrial flora and fauna.New rules regulating the MRCCAwere published on December 27, 2016 and became effective January 4, 2017. Those new rules and these districts will not apply to Saint Paul until Saint Paul updates its zoning code to conform to the new state rules, which has not been initiated as of April 2018, a process which will take many months to complete. This text should be updated at the time the rules are put into effect. A separate layer shows these future overlay districts. But the districts shown in this layer you are currently looking at are the ones which are currently applicable within the Mississippi River Corridor Critical Area in the City of Saint Paul.This data allows mapping of seven districts:RC1River Corridor Floodway Overlay DistrictRC2River Corridor Flood Fringe Overlay DistrictRC3River Corridor Urban Open Overlay DistrictRC4River Corridor Urban Diversified Overlay DistrictAttributes (Fields) Defined:Zoning:The shorthand for the zoning district, generally a combination of two or three letters and numbers.Zoning Name:The name of the zoning district.Zoning Description:A description of the zoning district, written in HTML, intended for use in the popup in ArcGIS Online.Notes:Notes on the zoning designation.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",Saint Paul GIS,Minnesota--Saint Paul,Datasets|Web services,Vector data,Zoning|OverlayZoning|Overlay|River|Mississippi|Floodplain|CriticalArea|MRCCA|DNR|SaintPaul|St.Paul,2022-04-27,Continually updated resource,,Minnesota--Saint Paul|Minnesota,"-93.21,44.89,-93.0,44.96",Shapefile,https://information.stpaul.gov/maps/stpaul::mississippi-river-corridor-critical-area-overlay-zoning,https://information.stpaul.gov/api/download/v1/items/75815eba75ec4ba59879ae05a7485485/shapefile,,https://services1.arcgis.com/9meaaHE3uiba0zr8/arcgis/rest/services/Mississippi_River_Corridor_Critical_Area_Overlay_Zoning/FeatureServer/4,,75815eba75ec4ba59879ae05a7485485_4,https://hub.arcgis.com/datasets/75815eba75ec4ba59879ae05a7485485,City of Saint Paul GIS Data,05c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-02,"Public DomainThis data are provided to you “as is” and without any warranty as to their performance, merchantability, or fitness for any particular purpose. The City of Saint Paul does not represent or warrant that the data or the data documentation are error-free, complete, current, or accurate. You are responsible for any consequences resulting from your use of the data or your reliance on the data. If you transmit or provide the data (or any portion of it) to another user, the data must include this disclaimer.",ArcGIS Hub,2024-05-18,Public
Vacant Buildings [Minnesota--Saint Paul],Vacant Buildings,Vacant Building Category:The City of Saint Paul requires a review of the sale of all vacant buildings. Requirements differ based on the category of vacancy.CATEGORY I:-Payment of registration and fees-Notify the City of new ownership-Restore utilities and comply with orders for legal occupancy-Obtain a Truth-in-Sale of Housing ReportCATEGORY II (No sale without City approval):-Registration of new ownership-Payment of registration and fees-Code compliance report-Cost estimate from licensed contractor for all repairs-A schedule for completion of the repairs-Proof of financial capability to complete all repairs.CATEGORY III (No sale without City approval):-No sale without a Certificate of Code Compliance or Certificate of Occupancy.For more information about Saint Paul's Vacant Building Program visit:https://www.stpaul.gov/departments/safety-inspections/rent-buy-sell-property/vacant-buildings/vacant-building-program,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",Saint Paul GIS,Minnesota--Saint Paul,Datasets|Web services,Vector data,vacant|buildings,2022-04-05,Continually updated resource,,Minnesota--Saint Paul|Minnesota,"-93.2,44.9,-93.01,44.99",Shapefile,https://information.stpaul.gov/maps/stpaul::vacant-buildings-3,https://information.stpaul.gov/api/download/v1/items/0e3324acd6af499b82ff99c115e02e10/shapefile,,https://services1.arcgis.com/9meaaHE3uiba0zr8/arcgis/rest/services/VacantBuildings/FeatureServer/0,,0e3324acd6af499b82ff99c115e02e10_0,https://hub.arcgis.com/datasets/0e3324acd6af499b82ff99c115e02e10,City of Saint Paul GIS Data,05c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-02,"Public DomainThis data are provided to you “as is” and without any warranty as to their performance, merchantability, or fitness for any particular purpose. The City of Saint Paul does not represent or warrant that the data or the data documentation are error-free, complete, current, or accurate. You are responsible for any consequences resulting from your use of the data or your reliance on the data. If you transmit or provide the data (or any portion of it) to another user, the data must include this disclaimer.",ArcGIS Hub,2024-05-18,Public
Adopted Capital Improvement Budgets [Minnesota--Saint Paul],Adopted Capital Improvement Budgets,Created by GICinc for the migration from Socrata to ArcGIS Hub,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",Saint Paul GIS,Minnesota--Saint Paul,Datasets|Web services,Vector data,OpenData|OpenDataPortal|OpenGov,2021-10-07,Continually updated resource,,Minnesota--Saint Paul|Minnesota,"-93.49,44.89,-92.99,45.01",Shapefile,https://information.stpaul.gov/maps/stpaul::adopted-capital-improvement-budgets,https://information.stpaul.gov/api/download/v1/items/741bd26f7ebe4e6e8f04f69a3faa1ffd/shapefile,,https://services1.arcgis.com/9meaaHE3uiba0zr8/arcgis/rest/services/Adopted_Capital_Improvement_Budgets___Dataset/FeatureServer/0,,741bd26f7ebe4e6e8f04f69a3faa1ffd_0,https://hub.arcgis.com/datasets/741bd26f7ebe4e6e8f04f69a3faa1ffd,City of Saint Paul GIS Data,05c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-02,"Public DomainThis data are provided to you “as is” and without any warranty as to their performance, merchantability, or fitness for any particular purpose. The City of Saint Paul does not represent or warrant that the data or the data documentation are error-free, complete, current, or accurate. You are responsible for any consequences resulting from your use of the data or your reliance on the data.  If you transmit or provide the data (or any portion of it) to another user, the data must include this disclaimer.",ArcGIS Hub,2024-05-18,Public
District Councils [Minnesota--Saint Paul],District Councils,"Saint Paul has had a formal structure of neighborhood organizations to engage residents and collaborate with city government since 1975--one of the first in the nation.These organizations are known as district councils because they are resident groups thatengage and represent the people living in one of the city's 17 planning districts.Each district council is a 501(c)(3) non-profitwith a voluntary board of directors composed of members elected by their neighbors. The district council structure was formed as part of the development of the city's Citizen Participation Program, now known as the Community Engagement Program. The purpose of this program is to create opportunities for residents to learn about what is happening in their neighborhoods and collaborate with one another and city government to maintain and improve the quality of life in neighborhoods. The program includes funding allocated to each district council on a formula basis, technical assistance from city planners and other city staff regarding issues that are important to the neighborhood and non-profit management assistance from the city's Community Engagement Coordinator.District councils each are involved in work to improve the physical, social and economic structures in their neighborhood. The activity common to all district councils is the development of adistrict plan (sometimes referred to as a neighborhood plan) that is reviewed by the Planning Commission, CityCouncil and the Metropolitan Council--the region'smetropolitanplanning organization--before being adopted as part of the city's Comprehensive Plan. The Comprehensive Plan is a key tool used by the city to guide law-making and budgeting. District plans are an opportunity for residents to influence how those laws and budgets impact their neighborhoods. Along with this critical planning work,district councils may also be involved in:Reviewing community development proposalsAdvocating for park andrecreation center improvementsCoordinating community gardens and neighborhood beautification projectsPromoting environmental action through volunteering and advocacyOrganizing block clubs and working with the police department and other city agencies to improve public safetyDistrict councils rely on community-building activities and events as the basis for convening residents to become involved in their neighborhood. These include neighborhood forums, festivals, parades and block parties.A commitment to equity is foundational to successful community engagement. In 2017, the district councils proposed a change to the Community Engagement Program's Innovation Fund that was adopted in 2018. The fund is now divided equally among the 17 district councils to promote equitable practices and neighborhood outcomes. The goals of this program are:District council staff and volunteers more accurately reflect the communities they serve.District councils review and adopt policies and practices that intentionally create space for residents who are currently under-represented.District councils pursue systemic work that reflects the needs and priorities of residents who have been historically under-represented.Additionally, district council staff are required to participate in a peer support/best practices network composed of district councils or similar grassroots, place-based organizations in the region.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",Saint Paul GIS,Minnesota--Saint Paul,Datasets|Web services,Vector data,Boundaries|DistrictCouncils|PlanningDistricts|neighborhoods|neighborhood,2022-04-05,Continually updated resource,,Minnesota--Saint Paul|Minnesota,"-93.21,44.89,-93.0,44.99",Shapefile,https://information.stpaul.gov/maps/stpaul::district-councils,https://information.stpaul.gov/api/download/v1/items/1228fa76fd4a4d9ca501f22a7178e302/shapefile,,https://services1.arcgis.com/9meaaHE3uiba0zr8/arcgis/rest/services/District_Councils/FeatureServer/0,,1228fa76fd4a4d9ca501f22a7178e302_0,https://hub.arcgis.com/datasets/1228fa76fd4a4d9ca501f22a7178e302,City of Saint Paul GIS Data,05c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-02,"Public DomainThis data are provided to you “as is” and without any warranty as to their performance, merchantability, or fitness for any particular purpose. The City of Saint Paul does not represent or warrant that the data or the data documentation are error-free, complete, current, or accurate. You are responsible for any consequences resulting from your use of the data or your reliance on the data. If you transmit or provide the data (or any portion of it) to another user, the data must include this disclaimer.",ArcGIS Hub,2024-05-18,Public
Public Wifi Locations [Minnesota--Saint Paul],Public Wifi Locations,These wifi locations are accessible to the public and operated by the City of Saint Paul.,eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",Saint Paul GIS,Minnesota--Saint Paul,Datasets|Web services,Vector data,PublicServices|publicfacilities|Technology,2022-01-11,Continually updated resource,,Minnesota--Saint Paul|Minnesota,"-93.2,44.9,-92.99,45.0",Shapefile,https://information.stpaul.gov/maps/stpaul::public-wifi-locations,https://information.stpaul.gov/api/download/v1/items/6c9f53e374c441b1849704dd0fe65411/shapefile,,https://services1.arcgis.com/9meaaHE3uiba0zr8/arcgis/rest/services/Public_Wifi_Locations/FeatureServer/0,,6c9f53e374c441b1849704dd0fe65411_0,https://hub.arcgis.com/datasets/6c9f53e374c441b1849704dd0fe65411,City of Saint Paul GIS Data,05c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-02,"Public DomainThis data are provided to you “as is” and without any warranty as to their performance, merchantability, or fitness for any particular purpose. The City of Saint Paul does not represent or warrant that the data or the data documentation are error-free, complete, current, or accurate. You are responsible for any consequences resulting from your use of the data or your reliance on the data.  If you transmit or provide the data (or any portion of it) to another user, the data must include this disclaimer.",ArcGIS Hub,2024-05-18,Public
Housing Production [Minnesota--Saint Paul],Housing Production,"This dataset is an authoritative inventory of new housing units constructed in the City of Saint Paul from 2010 to the most recent available quarter. The data originates from two sources: the City's permitting system, and from the City's records on housing affordability. The dataset helps provide a deeper understanding of trends in market rate and affordable housing production.For the purposes of this dataset, the delineation of ""affordable units"" is tied to the construction of the new units: does the project — its development financing or the regulatory framework under which it was built — require units be affordable upon the completion of construction? This definition of affordability does not include units that are affordable only because of a post-construction subsidy or other similar subsequent commitment to affordability, such as through the city's Rental Rehab Loan Program or 4d Affordable Housing Incentive Program. It does, however, include units that are affordable under the terms of zoning district-based density bonuses for affordability. Projects built under a zoning-based density bonus currently comprise a very small portion of the larger total, and are identified in the Notes column of the associated table.This dataset will be updated quarterly, given the manual work currently involved in bringing it up-to-date. It is the product of work over five years across three City departments.Field definitions are available on this item information page for the individual Housing production layer. In addition to being available for download through the Open Information website, this data is perhaps more easily accessible in an interactiveHousing Production Dashboard.This data is designed under a methodology specific to the City of Saint Paul. Other government entities use the same originating permit data, but somewhat divergent methodologies, which can produce very different results. We believe this particular methodology gives the fullest and most timely depiction of housing production available. For specific details, see the ""Methodologies Compared"" tab at the bottom of theHousing Production Dashboard.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",Saint Paul GIS,Minnesota--Saint Paul,Datasets|Web services,Vector data,Housing|AffordableHousing|HousingProduction|HousingStarts|BuildingPermits|CDI-D|CommunityDevelopmentInsights|CDI,2023-10-13,Continually updated resource,,Minnesota--Saint Paul|Minnesota,"-93.21,44.89,-93.0,44.99",Shapefile,https://information.stpaul.gov/maps/stpaul::housing-production-2,https://information.stpaul.gov/api/download/v1/items/e2f3690a8d70461badf4a2b7654ba16a/shapefile,,https://services1.arcgis.com/9meaaHE3uiba0zr8/arcgis/rest/services/Housing_Production/FeatureServer/73,,e2f3690a8d70461badf4a2b7654ba16a_73,https://hub.arcgis.com/datasets/e2f3690a8d70461badf4a2b7654ba16a,City of Saint Paul GIS Data,05c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-02,"The  Geographic Information System (GIS) Data to which this notice is  attached are made available pursuant to the Minnesota Government Data  Practices Act (Minnesota Statutes Chapter 13). The GIS Data are provided  to you “AS IS” and without any warranty as to their performance,  merchantability, or fitness for any particular purpose. The GIS Data  were developed by the City of Saint Paul for its own internal business  purposes. The City of Saint Paul does not represent or warrant that the  GIS Data or the data documentation are error-free, complete, current, or  accurate. You are responsible for any consequences resulting from your  use of the GIS Data or your reliance on the GIS Data. You should consult  the data documentation for this particular GIS Data to determine the  limitations of the GIS Data and the precision with which the GIS Data  may depict distance, direction, location, or other geographic features.  If you transmit or provide the GIS Data (or any portion of it) to  another user, the GIS Data must include a copy of this disclaimer.",ArcGIS Hub,2024-05-18,Public
Finance Commitments - STAR [Minnesota--Saint Paul],Finance Commitments - STAR,"PLEASE NOTE this data does not include Cultural STAR Funds. These will be added to this data source at a later date. ALSO PLEASE NOTE this data includes projects that occurred at specific points in space, as well as ""programmatic focus"" projects (see field below), which were geographically focused on a long corridor or full neighborhood. The programmatic focus field will show ""No"" if the project has a specific geography represented appropriately by the point(s) in this feature class. If the programmatic focus field shows ""Yes"", the project geography cannot be adequately represented by a point, regardless of whether geographic point(s) are associated with that record.Descriptions of specific fields are as follows:Project Number: Each project is assigned a unique project number, assigned by the City of Saint Paul. The first two digits correspond to the year of the application.STAR Fund: The type of STAR funds expended on the project. CHOICES: Neighborhood STAR, Year-Round STAR.Project Type: The kind of activity funded by the project. CHOICES: Commercial, Housing, Public Improvement, or some combination of those three.Year: The calendar year the project application was made.Applicant: The name of the principal business or organization applying for funds.Project name: A name for the project being undertaken.Project Description: A narrative project description.Project Location: The address(es), intersection, or other indication of project location. Note that many projects are not tied to one specific location but may fund activities through a broader area.Ward(s): The Ward or Wards in which the project takes place.Planning District(s): The Planning District or Districts in which the project takes place. (Planning Districts correspond to the City's seventeen district councils).Grant Amount: The amount of grant funding applied for. Note that this amount may change after an initial application is made, and the amount reflected here is the final amount of grant funding applied for. If the ""Funded?"" column shows a ""Yes"" response, the full grant amount listed here has been awarded to the applicant.Loan Amount: The amount of loan funding applied for. Note that this amount may change after an initial application is made, and the amount reflected here is the final amount of loan funding applied for. If the ""Funded?"" column shows a ""Yes"" response, the full loan amount listed here has been awarded to the applicant.Match Amount: The amount of matching funding the applicant has committed to bring to the project from other sources. Note that this field is not consistently used; the lack of an amount should not be taken as a lack of funding.Withdrawn?: Applications that are withdrawn are shown with a ""Yes"" here. Other projects are shown with a 'No"".Approval Reference: Projects which have been approved by the City Council may have a resolution and approval date listed here. Because of an unevenness in data, not all approved projects include this reference.Symbology Category: A categorization for the map symbols.Loan Terms: What were the terms of the loan that was approved?PED Project Manager: The name of the staff member in the City's Planning & Economic Development Department who acted as the point of contact for the project.Programmatic Focus?: Was the project one focused on a limited number of specific locations, such as specific parcels, or was the focus more programmatic in nature, such as a loan program targeting a commercial corridor, or a program targeting a specific planning district, or a citywide proposal?This data considered up to date as of 4/8/2024.",eng,"This dataset was automatically cataloged from the provider's ArcGIS Hub. In some cases, information shown here may be incorrect or out-of-date. Click the 'Visit Source' button to search for items on the original provider's website.",Saint Paul GIS,Minnesota--Saint Paul,Datasets|Web services,Vector data,Finance|Financial|Commitments|CityLiving|Homeowner|Rehab|Loans|Grants|Livable|Communities|LCDA|Brownfields|Cleanup|STAR|Sales|Tax|Revitalization,2022-04-27,Continually updated resource,,Minnesota--Saint Paul|Minnesota,"-93.2,44.9,-93.0,44.99",Shapefile,https://information.stpaul.gov/maps/stpaul::finance-commitments-star,https://information.stpaul.gov/api/download/v1/items/fcd027c3d6a44660b3162c5c4fb0ccf4/shapefile,,https://services1.arcgis.com/9meaaHE3uiba0zr8/arcgis/rest/services/FinanceCommitments_STAR/FeatureServer/0,,fcd027c3d6a44660b3162c5c4fb0ccf4_0,https://hub.arcgis.com/datasets/fcd027c3d6a44660b3162c5c4fb0ccf4,City of Saint Paul GIS Data,05c-02,ba5cc745-21c5-4ae9-954b-72dd8db6815a,05c-02,"The Geographic Information System (GIS) Data to which this notice is attached are made available pursuant to the Minnesota Government Data Practices Act (Minnesota Statutes Chapter 13). The GIS Data are provided to you “AS IS” and without any warranty as to their performance, merchantability, or fitness for any particular purpose. The GIS Data were developed by the City of Saint Paul for its own internal business purposes. The City of Saint Paul does not represent or warrant that the GIS Data or the data documentation are error-free, complete, current, or accurate. You are responsible for any consequences resulting from your use of the GIS Data or your reliance on the GIS Data. You should consult the data documentation for this particular GIS Data to determine the limitations of the GIS Data and the precision with which the GIS Data may depict distance, direction, location, or other geographic features. If you transmit or provide the GIS Data (or any portion of it) to another user, the GIS Data must include a copy of this disclaimer.",ArcGIS Hub,2024-05-18,Public
